Area, RTSID, location_center_lat, location_center_lon, change_vol_year, change_area_year, dem_avg_slope, dem_aspect, dem_elevation, location
MRD_uplands, 112, 69.1369844117, -133.9836210457, 1113.4226707708, 501.2726062482, 6.6340913773, 302.6126581015, 28.8156051636, lakeshore, 
MRD_uplands, 113, 69.1089290128, -133.9052103864, 911.9886672352, 259.9191291657, 12.224822998, 22.2625782463, 31.3312110901, lakeshore, 
MRD_uplands, 114, 69.1630376572, -133.8512055908, 3146.560850254, 918.9997781217, 5.4697170258, 201.1779609827, 36.164604187, lakeshore, 
MRD_uplands, 115, 69.1636175681, -133.85505993, 977.0578450281, 371.3130416653, 7.3991737366, 218.8023480163, 32.6144332886, lakeshore, 
MRD_uplands, 116, 69.1497198901, -133.8219314958, 565.4635338806, 371.3130416653, 11.0146160126, 100.4324889808, 39.8606376648, lakeshore, 
MRD_uplands, 117, 69.1522273526, -133.8143945601, 322.0092359548, 222.7878249992, 12.5886545181, 158.9280533538, 37.0982017517, lakeshore, 
MRD_uplands, 118, 69.1794937321, -133.7863779575, 5233.5461683772, 1656.9844484315, 7.3943996429, 353.4205739211, 34.4678955078, lakeshore, 
MRD_uplands, 119, 69.1557599072, -133.77912289, 1080.6509686725, 320.2574984363, 13.4697751999, 80.0474661051, 34.8379325867, lakeshore, 
MRD_uplands, 120, 69.1500574519, -133.794652477, 786.4651308807, 352.7473895821, 9.5377235413, 197.5231635504, 38.1541862488, lakeshore, 
MRD_uplands, 130, 69.087826774, -134.2042878836, 652.3278625628, 204.2221729159, 10.4837112427, 187.6202928697, 28.7532062531, lakeshore, 
MRD_uplands, 131, 69.1591091736, -133.2297074801, 2825.4909929938, 775.1159744764, 7.6255860329, 285.2579499996, 30.0750083923, lakeshore, 
MRD_uplands, 132, 69.07704921, -134.0973294755, 6366.315112793, 1991.1661859303, 9.0050497055, 325.2552346617, 31.0775737762, lakeshore, 
MRD_uplands, 133, 69.0849258086, -134.0514956388, 922.1350035374, 334.1817374988, 10.6432104111, 41.0229257858, 30.2288894653, lakeshore, 
MRD_uplands, 134, 69.078500596, -134.0428707153, 1006.2565334022, 626.5907578102, 6.1246366501, 143.6539159565, 30.2005958557, lakeshore, 
MRD_uplands, 135, 69.0821785591, -134.0255857563, 736.4237193286, 366.6716286445, 10.2015790939, 175.5712675213, 33.5355186462, lakeshore, 
MRD_uplands, 136, 69.0820925643, -134.0192277619, 2067.5510654236, 886.509886976, 7.6838927269, 170.241897391, 33.8158073425, lakeshore, 
MRD_uplands, 137, 69.0821924719, -134.0033484509, 1626.4557076175, 649.7978229143, 8.4540529251, 222.2519439726, 34.5899887085, lakeshore, 
MRD_uplands, 138, 69.0465122216, -134.0419199686, 883.5629958739, 394.5201067694, 10.3702306747, 199.0890167897, 38.2035484314, lakeshore, 
MRD_uplands, 139, 69.0076452604, -133.534382921, 1127.8106014135, 389.8786937486, 13.6594552994, 142.5711955275, 56.0937156677, lakeshore, 
MRD_uplands, 140, 69.0838204137, -133.4807686874, 2124.9653129752, 594.1008666645, 8.4944467545, 5.2734298398, 43.9884262085, lakeshore, 
MRD_uplands, 141, 69.0337559009, -133.2588088998, 485.9338236915, 199.5807598951, 9.5060405731, 184.5815615297, 21.4657516479, lakeshore, 
MRD_uplands, 142, 69.0646618813, -133.0866327242, 777.083501032, 259.9191291657, 8.6712837219, 65.5702920252, 4.9960851669, lakeshore, 
MRD_uplands, 143, 69.0420213751, -133.0509929652, 1267.2121386938, 501.2726062482, 9.8405847549, 250.0637093345, 10.592706680300001, lakeshore, 
MRD_uplands, 144, 69.0453199048, -133.0483127848, 708.6549846712, 259.9191291657, 12.8475246429, 14.1897003042, 6.061829567, lakeshore, 
MRD_uplands, 145, 69.028674655, -133.0324358873, 2391.8298835639, 612.6665187478, 8.5232372284, 60.640127517, 4.4342465401, lakeshore, 
MRD_uplands, 146, 69.0338848981, -133.0097754023, 1126.7813635523, 245.9948901033, 11.717373848, 242.4734182297, 5.4021134377, lakeshore, 
MRD_uplands, 147, 69.0796939461, -133.0339440304, 1076.4091087482, 348.1059765612, 9.139462471, 300.5839715039, 16.7966880798, lakeshore, 
MRD_uplands, 150, 68.9059259464, -134.244557388, 6435.9201340529, 1619.853144265, 9.4993438721, 15.7278382265, 68.8114776611, lakeshore, 
MRD_uplands, 151, 68.9078584835, -134.244786966, 328.5250330853, 148.5252166661, 7.4357323647, 237.5377821585, 65.3192138672, lakeshore, 
MRD_uplands, 152, 68.9573752405, -133.9072617537, 3070.2377189903, 835.454343747, 11.1024093628, 246.5611225423, 54.159072876, lakeshore, 
MRD_uplands, 153, 68.9806595947, -133.840837035, 1034.9382540891, 385.2372807278, 8.3355636597, 281.8510817468, 44.6523475647, lakeshore, 
MRD_uplands, 154, 68.9487553464, -133.8951745438, 1199.5196039637, 594.1008666645, 7.304579258, 211.474163026, 59.565196991, lakeshore, 
MRD_uplands, 155, 68.9481019871, -133.8908060194, 512.0785729931, 120.6767385412, 8.8793773651, 241.1844015744, 56.9779014587, lakeshore, 
MRD_uplands, 156, 68.9451382717, -133.8914655321, 522.4749918385, 148.5252166661, 9.9873046875, 3.025810527, 61.6674499512, lakeshore, 
MRD_uplands, 157, 69.3643743118, -134.3603814639, 3304.44900631, 714.7776052058, 10.9880256653, 135.5839783538, 23.7613754272, lakeshore, 
MRD_uplands, 158, 69.2241608782, -134.7188355819, 3043.8187411531, 798.3230395805, 9.4487018585, 97.1093122423, 17.5045661926, lakeshore, 
MRD_uplands, 159, 68.9818756299, -133.5570304935, 1298.5123649874, 575.5352145813, 7.199239254, 222.4315086745, 42.7698631287, lakeshore, 
MRD_uplands, 160, 68.9652719121, -133.2279432939, 1213.5566995351, 204.2221729159, 34.0360527039, 112.5824200909, 12.3122959137, lakeshore, 
MRD_uplands, 161, 68.9726423531, -133.0874972647, 1017.9124789139, 181.0151078118, 17.5640773773, 312.3388975629, 11.9204502106, lakeshore, 
MRD_uplands, 162, 68.9733493242, -133.0866648555, 1277.2452223245, 204.2221729159, 12.1433010101, 273.9857442865, 14.3478879929, lakeshore, 
MRD_uplands, 163, 68.9746396582, -133.0849699, 2676.2938836602, 371.3130416653, 13.8637809753, 291.0195353593, 15.5960693359, lakeshore, 
MRD_uplands, 164, 68.9799416156, -133.0757004954, 3198.2620520055, 765.8331484347, 19.5414791107, 70.4318036868, 9.8678693771, lakeshore, 
MRD_uplands, 165, 68.9836239553, -133.0835592015, 1053.3150893816, 194.9393468743, 8.4389657974, 267.0334772704, 7.1799702644, lakeshore, 
MRD_uplands, 167, 68.9778235791, -133.0834288769, 1895.3153718052, 413.0857588527, 12.8241767883, 252.701967827, 16.393951416, lakeshore, 
MRD_uplands, 168, 68.9769601636, -133.0839900049, 2300.529957812, 510.5554322898, 16.6593036652, 275.7557978806, 14.584859848, lakeshore, 
MRD_uplands, 169, 68.9757979512, -133.0756968277, 1561.8213944983, 389.8786937486, 21.4970569611, 109.0898294408, 8.889342308, lakeshore, 
MRD_uplands, 171, 68.9885259945, -132.9513416504, 771.9976332731, 190.2979338535, 15.209435463, 223.6328773511, 2.0094292164, lakeshore, 
MRD_uplands, 172, 68.9568372403, -132.9850493535, 2059.7819839524, 343.4645635404, 12.973731041, 280.6536510906, 12.5839557648, lakeshore, 
MRD_uplands, 173, 68.8175922696, -134.1937995955, 1728.9276958787, 519.8382583315, 10.7307806015, 285.6045934241, 76.9443283081, lakeshore, 
MRD_uplands, 174, 68.8202027355, -134.1954286025, 4340.9432848012, 863.3028218719, 11.7228422165, 250.5940389279, 76.5314483643, lakeshore, 
MRD_uplands, 175, 68.8224454837, -134.1943078204, 5372.5776766249, 1819.4339041601, 7.6534013748, 229.0887854972, 96.1140365601, lakeshore, 
MRD_uplands, 176, 68.8314895807, -134.1851621973, 715.2073905896, 185.6565208327, 14.8239917755, 38.028546881, 116.5757293701, hillslope, 
MRD_uplands, 177, 68.8543593998, -134.2098366856, 1312.7499397975, 617.3079317686, 8.8332948685, 327.1906579763, 64.2205352783, lakeshore, 
MRD_uplands, 178, 68.8627684915, -134.2143919766, 2183.6301325932, 770.4745614556, 10.6694278717, 168.2479223147, 63.7151794434, lakeshore, 
MRD_uplands, 179, 68.8718559433, -134.2111763516, 1372.675963686, 403.802932811, 13.636510849, 129.8304957361, 65.8366470337, lakeshore, 
MRD_uplands, 180, 68.8838008313, -134.2125880298, 2993.5541728269, 937.565430205, 9.272110939, 258.3460209641, 86.4468078613, lakeshore, 
MRD_uplands, 181, 68.8811353764, -134.1999592493, 297.5104244451, 111.3939124996, 14.1150360107, 164.0301069802, 63.1646842957, lakeshore, 
MRD_uplands, 182, 68.8370026699, -134.018597483, 705.172749974, 264.5605421865, 7.8151435852, 351.1828615341, 232.1019897461, lakeshore, 
MRD_uplands, 183, 68.8626345568, -133.9318758721, 5083.0520109218, 1285.6714067662, 9.1681556702, 194.5662278965, 183.7538299561, lakeshore, 
MRD_uplands, 184, 68.8308937545, -133.4087157992, 1622.110499343, 733.343257289, 14.8969364166, 273.5186895977, 8.5345678329, lakeshore, 
MRD_uplands, 185, 68.8409297459, -133.3769731746, 535.1940780879, 74.2626083331, 29.1464672089, 49.9726589224, 10.7224435806, lakeshore, 
MRD_uplands, 186, 68.8359667625, -133.4073860499, 1866.2234674776, 1086.0906468711, 19.0610733032, 312.1271992263, 11.2511167526, lakeshore, 
MRD_uplands, 187, 68.8382568856, -133.3963504907, 738.8575549863, 552.3281494772, 17.4239177704, 332.7152330307, 11.0835895538, lakeshore, 
MRD_uplands, 188, 68.8622937556, -133.9290256296, 743.2821815091, 320.2574984363, 6.4010510445, 206.2341811673, 185.8448181152, lakeshore, 
MRD_uplands, 189, 68.8410244078, -133.3882662619, 440.5325603174, 185.6565208327, 16.9156951904, 344.7601853457, 13.5269489288, lakeshore, 
MRD_uplands, 190, 68.8402068147, -133.3747224671, 336.4798494688, 60.3383692706, 13.5042600632, 49.3271222954, 11.0892601013, lakeshore, 
MRD_uplands, 191, 68.8393406424, -133.3727257662, 176.9514003828, 41.7727171873, 27.6551628113, 78.0341771408, 4.3572721481, lakeshore, 
MRD_uplands, 192, 68.8628116947, -133.3401391922, 1322.9639479542, 250.6363031241, 26.4777774811, 125.4820776838, 4.9601616859, lakeshore, 
MRD_uplands, 193, 68.8618768981, -133.3413534393, 500.7670487043, 102.111086458, 30.4231052399, 145.4102956753, 1.4518147707, lakeshore, 
MRD_uplands, 194, 68.86413314, -133.3389442695, 931.4352756671, 338.8231505196, 27.1518001556, 114.2259757309, 10.0727386475, lakeshore, 
MRD_uplands, 195, 68.807978993, -133.0620100433, 2109.9301137083, 659.080648956, 13.6847305298, 46.4275157157, 9.9459867477, lakeshore, 
MRD_uplands, 196, 68.8762640583, -133.3210013008, 714.6958756695, 157.8080427078, 21.6112918854, 150.9622992548, 8.5441818237, lakeshore, 
MRD_uplands, 197, 68.8092310343, -133.0623452413, 1434.9623900078, 543.0453234355, 9.5285339355, 109.8043130753, 8.7737894058, lakeshore, 
MRD_uplands, 198, 68.8786047194, -133.3097478868, 470.8521334299, 111.3939124996, 23.2796878815, 162.5901476493, 10.1311073303, lakeshore, 
MRD_uplands, 199, 68.8177130604, -133.2176328, 782.5062239192, 301.6918463531, 13.0654325485, 204.6669421163, 34.806678772, lakeshore, 
MRD_uplands, 200, 68.830441058, -133.1921671917, 8680.7731361489, 1698.7571656189, 12.2731113434, 58.9490189323, 40.3860054016, lakeshore, 
MRD_uplands, 201, 68.8463187128, -132.9607071109, 7749.3863997913, 1921.5449906181, 7.7809238434, 349.8170732092, 7.8415775299, lakeshore, 
MRD_uplands, 202, 68.8460035304, -132.9556041396, 583.725958999, 143.8838036453, 11.1804943085, 20.8146370007, 4.7180166245, lakeshore, 
MRD_uplands, 203, 68.8368871004, -132.9702431522, 13233.3614354187, 2483.1559661369, 7.5062961578, 241.4113574731, 11.5490283966, lakeshore, 
MRD_uplands, 204, 68.83435313, -132.966259391, 439.2856884417, 255.2777161449, 6.676923275, 233.8489722006, 3.2552239895, lakeshore, 
MRD_uplands, 205, 68.8307122369, -132.9628494931, 1311.328493338, 742.6260833307, 8.8390684128, 277.379019907, 9.3574495316, lakeshore, 
MRD_uplands, 206, 68.8293263168, -132.9579944557, 1615.8631640009, 751.9089093723, 8.7243041992, 253.5793858967, 31.4532966614, lakeshore, 
MRD_uplands, 207, 68.826390561, -132.9634111122, 2088.7583731668, 489.6690736962, 11.0574426651, 247.498012251, 11.4549713135, lakeshore, 
MRD_uplands, 208, 68.8248512924, -132.965495981, 850.5876814782, 343.4645635404, 6.8722038269, 305.3734262315, 3.5907540321, lakeshore, 
MRD_uplands, 209, 68.7209710963, -134.1458619305, 1193.6607194686, 334.1817374988, 14.5677900314, 328.6381348252, 120.0052108765, hillslope, 
MRD_uplands, 210, 68.7376956864, -134.0668062508, 769.9579832913, 264.5605421865, 6.2869911194, 299.4821168816, 133.1318511963, lakeshore, 
MRD_uplands, 211, 68.7786902726, -133.6716080021, 3793.7962322982, 612.6665187478, 10.2152204514, 10.0973468959, 58.9440040588, lakeshore, 
MRD_uplands, 212, 68.791585269, -133.566361983, 1019.0983060803, 487.3483671857, 8.0542316437, 268.6968654493, 60.2718086243, lakeshore, 
MRD_uplands, 214, 68.7701511576, -133.1603133033, 2449.3286658804, 798.3230395805, 8.2504777908, 118.0844683475, 45.1080589294, lakeshore, 
MRD_uplands, 215, 68.7809657502, -133.1421101879, 1147.7973923216, 399.1615197902, 5.8190426826, 7.7284505146, 52.0183906555, lakeshore, 
MRD_uplands, 216, 68.7807305921, -133.1120131387, 21858.5264569664, 3513.5496567582, 9.580037117, 48.7911251272, 32.049571991, lakeshore, 
MRD_uplands, 217, 68.7808588098, -133.0996825147, 493.9649356564, 167.0908687494, 6.7946410179, 311.3092995132, 32.2841796875, lakeshore, 
MRD_uplands, 218, 68.7447744714, -132.9116942093, 2288.700468652, 673.0048880184, 8.1209049225, 329.7756420345, 32.311466217, lakeshore, 
MRD_uplands, 219, 68.8002237854, -133.0973583518, 818.3657928649, 320.2574984363, 7.9435682297, 303.1060825571, 6.2365384102, lakeshore, 
MRD_uplands, 220, 68.7549780622, -132.8892246413, 5298.7097789107, 1035.0351036421, 10.6177139282, 87.3707441569, 24.5737552643, lakeshore, 
MRD_uplands, 230, 68.501926218, -133.8387645603, 1340.4697492189, 422.3685848943, 6.2054066658, 267.743632711, 11.3020820618, lakeshore, 
MRD_uplands, 231, 68.5287798215, -133.7429251879, 31860.5889191223, 5235.5138874811, 7.563387394, 43.0308246995, 110.7158355713, lakeshore, 
MRD_uplands, 232, 68.5909802191, -133.6214568297, 733.2155291948, 362.0302156237, 8.3352518082, 15.7074794676, 90.5244293213, lakeshore, 
MRD_uplands, 233, 68.5847467372, -133.5100290426, 2851.7496069162, 436.2928239568, 15.59171772, 61.8145596495, 68.2297744751, lakeshore, 
MRD_uplands, 234, 68.5182539056, -133.4332447048, 757.9106425316, 343.4645635404, 5.6347603798, 254.0036723351, 111.7686080933, lakeshore, 
MRD_uplands, 235, 68.563646635, -133.3453173921, 609.7181138181, 278.484781249, 14.0764980316, 91.8363634769, 139.688079834, lakeshore, 
MRD_uplands, 236, 68.5830589352, -133.2222226997, 1171.9498471667, 459.4998890608, 12.1385259628, 318.6741606025, 169.9055175781, lakeshore, 
MRD_uplands, 237, 68.4582017438, -133.6561959414, 922.2220176376, 324.8989114572, 7.7174553871, 101.5175944087, 131.4270019531, lakeshore, 
Noatak, 1, 68.1980720585, -156.1164453239, 14152.9858793248, 4483.6049781088, 8.2613449097, 23.502920562, 636.6990356445, hillslope, 
Noatak, 2, 68.202979628, -156.1339573213, 4719.8391330051, 1944.7520557222, 10.2675275803, 26.9244112569, 656.7057495117, hillslope, 
Noatak, 3, 68.2046737346, -156.1353810363, 3709.1391527342, 1833.3581432226, 9.8788661957, 38.804457733, 639.9899902344, hillslope, 
Noatak, 4, 68.205768025, -156.1384453282, 1670.1058454224, 886.509886976, 7.9598326683, 23.8429419828, 639.733581543, hillslope, 
Noatak, 5, 68.1227872805, -155.8637882751, 443.8104739405, 264.5605421865, 9.8757820129, 212.563209882, 700.4082641602, lakeshore, 
Noatak, 6, 68.117539233, -156.7806787646, 4385.0103625876, 1485.2521666613, 8.834107399, 327.9413963228, 603.6688232422, hillslope, 
Noatak, 7, 68.0794976772, -155.6478416641, 1910.0162464594, 608.025105727, 13.5393390656, 319.0744939595, 723.1610107422, hillslope, 
Noatak, 8, 68.0840761422, -155.6916829163, 1428.5268700022, 719.4190182266, 5.5643291473000005, 206.493256831, 689.8646240234, hillslope, 
Noatak, 9, 68.0438384329, -155.8319910251, 1326.6715938444, 816.8886916637, 10.3365459442, 310.5084359063, 775.6865844727, hillslope, 
Noatak, 10, 68.0922176056, -156.012201802, 403.0655305837, 278.484781249, 5.7285275459000005, 228.1296685523, 690.4395751953, lakeshore, 
Noatak, 11, 68.0327466102, -157.7374034024, 2250.6644887385, 918.9997781217, 6.9719405174, 49.2149853836, 415.1095275879, lakeshore, 
Noatak, 12, 67.9585683072, -156.8188092425, 8204.8867630642, 4205.1201968598, 4.7631912231, 277.3601715407, 597.7191162109, hillslope, 
Noatak, 13, 67.9588104608, -156.7930189637, 2331.2545067717, 1861.2066213475, 4.7491788864, 347.0285789841, 624.6538085938, hillslope, 
Noatak, 14, 67.9587999227, -156.7871105147, 5668.5151722601, 3522.8324827998, 6.3180565834, 356.5191250385, 627.0607910156, hillslope, 
Noatak, 15, 67.805854216, -156.6802667137, 950.9964624761, 399.1615197902, 16.6465740204, 331.5779863396, 661.9119873047, hillslope, 
Noatak, 16, 67.8619947545, -157.5291431169, 4560.0115203861, 1977.2419468679, 5.8229837418, 44.9325511996, 476.3373718262, hillslope, 
Noatak, 17, 67.8618953521, -157.5247482478, 1298.9134850282, 765.8331484347, 6.7543816566, 44.2716553201, 463.6249389648, hillslope, 
Noatak, 18, 67.8765704546, -157.5304239366, 4465.2857877766, 1536.3077098903, 10.5473594666, 303.6459960382, 460.9134216309, hillslope, 
Noatak, 19, 67.7059781635, -157.936001802, 3627.2628593213, 1731.2470567646, 4.0532460213, 163.5406517157, 429.0193481445, hillslope, 
Noatak, 20, 67.722367354, -156.0400321038, 2901.7862645186, 1967.9591208262, 11.4948406219, 265.3666315329, 910.7559204102, hillslope, 
Noatak, 21, 67.7461356985, -157.2413190352, 2498.1822008445, 1875.1308604099, 4.0918936729, 115.0044782625, 636.868347168, hillslope, 
Noatak, 22, 67.7291144965, -156.0103653325, 9264.6385808575, 3378.9486791545, 9.8250379562, 297.7256149762, 909.306640625, hillslope, 
Noatak, 23, 67.7738973713, -155.9753152412, 795.7731519706, 612.6665187478, 7.615087986, 255.8782590275, 767.5639648438, hillslope, 
Noatak, 24, 67.7744494546, -155.9706124081, 957.4203322063, 728.7018442682, 8.3433427811, 312.5286315321, 782.6823730469, hillslope, 
Noatak, 25, 67.757906351, -155.9502698854, 771.4708901661, 552.3281494772, 9.1776733398, 318.2391994595, 786.2818603516, hillslope, 
Noatak, 26, 67.7419019774, -155.7492500585, 4720.262933901, 2432.1004229079, 10.8291578293, 302.3762316005, 916.5127563477, hillslope, 
Chukotka, 1, 67.4734852049, -178.1757080843, 6412.998755654, 2312.8161082729, 5.5094056129, 270.6540420366, 393.9893798828, hillslope, 
Chukotka, 2, 67.4768349725, -178.17575402, 2022.0287071317, 1077.2719621315, 5.8722248077, 208.7571015468, 407.9508666992, hillslope, 
Chukotka, 3, 67.4718707664, -178.153024567, 3753.6545217825, 1470.3996449947, 6.4233922958, 131.6792671422, 393.2523803711, hillslope, 
Chukotka, 4, 67.4285503466, -177.9539647046, 6990.1607381897, 2629.3604762926, 5.0443396568, 48.9324375624, 234.255065918, hillslope, 
Chukotka, 5, 67.4136671438, -177.6566560462, 3448.6961082095, 1618.4607203588, 5.4842123985, 0.20114028920000002, 231.6845397949, hillslope, 
Chukotka, 6, 67.3020683322, -177.3539172132, 2197.2811213537, 1312.1274609849, 4.8303847313, 269.4713542326, 117.2460327148, lakeshore, 
Chukotka, 7, 67.3630211055, -177.6369034111, 8092.5782083435, 2603.8327046781, 8.3264350891, 171.6790563529, 210.989730835, lakeshore, 
Chukotka, 8, 67.3940336332, -177.620410279, 1772.0110654959, 1368.2885585367, 4.5161414146, 205.0260741257, 304.9867248535, hillslope, 
Chukotka, 9, 67.397062946, -177.6351273843, 6723.8133553908, 3180.7603431656, 5.0643920898, 228.4812802653, 312.3640136719, hillslope, 
Chukotka, 10, 67.3868541957, -177.6318030385, 847.6713960854, 592.2443014562, 2.9019351006000003, 270.5188542889, 262.8745422363, hillslope, 
Chukotka, 11, 67.3390088932, -178.1160676817, 1672.222640245, 755.6220397889, 6.4338316917, 0.7737312813, 167.8850097656, hillslope, 
Chukotka, 12, 67.2480499258, -177.8703125528, 4230.2330345356, 1541.8774055153, 9.9286212921, 4.4476666543, 302.5919799805, hillslope, 
Chukotka, 13, 67.141044155, -175.0391842057, 17915.4003599607, 4409.3423697758, 21.7480297089, 212.5983208657, 39.4238243103, hillslope, 
Chukotka, 14, 67.1608692259, -175.8699385447, 1393.7918238503, 597.3498557791, 4.9367365837, 11.0863217774, 63.8168869019, lakeshore, 
Chukotka, 15, 67.0027832705, -178.2634706677, 1910.2404558305, 852.627571924, 5.5897536278, 270.7643529773, 430.9266357422, hillslope, 
Chukotka, 16, 66.8227853368, -174.8266811858, 4657.026270049, 939.4219954133, 12.995349884, 2.9238127757, 65.9580535889, lakeshore, 
Chukotka, 17, 66.8229839756, -174.8364879922, 474.3571115604, 275.6999334365, 12.2880659103, 326.9683555644, 53.7254295349, lakeshore, 
Chukotka, 18, 66.8317384625, -174.8250558329, 1095.0941460538, 495.2387693211, 10.5147619247, 211.3172563533, 56.9315032959, lakeshore, 
Chukotka, 19, 66.8507933033, -174.7367940882, 6865.1534134939, 1557.194068484, 7.5782089233, 119.9799784569, 35.7808074951, lakeshore, 
Chukotka, 20, 66.5590706763, -176.497251117, 3674.8276542883, 2133.1934243673, 9.0985364914, 145.7380305544, 248.3150634766, hillslope, 
Chukotka, 21, 66.4993692328, -174.7940513774, 1230.2392238266, 377.8110198945, 11.1610803604, 235.5591083878, 26.23072052, hillslope, 
Chukotka, 22, 66.5342432163, -174.4582905909, 1396.9039777814, 352.28324828, 7.2787055969, 125.4046050233, 15.4577569962, lakeshore, 
Chukotka, 23, 66.515235617, -173.8417163395, 3303.1012828103, 1214.1936462456, 6.8514213562, 183.2216289928, 14.4396572113, lakeshore, 
Chukotka, 24, 66.4989555301, -173.819650759, 3248.5375831876, 1113.939124996, 6.4669122696, 243.197793768, 23.6104793549, lakeshore, 
Chukotka, 25, 66.2905213301, -177.8527476003, 2876.7301626212, 1296.8107980162, 3.3938827515, 153.8640927024, 160.053604126, hillslope, 
Chukotka, 26, 66.4747661431, -174.7747966952, 2903.0867521718, 1194.6997115582, 10.8243150711, 201.519745585, 53.7012557983, hillslope, 
Chukotka, 27, 66.4817235355, -174.6174102622, 2426.2558339026, 479.9221063524, 12.9593191147, 187.7945844392, 73.7169113159, lakeshore, 
Chukotka, 28, 66.4365197244, -174.0724922141, 4268.5629253988, 1459.2602537447, 5.342394352, 183.6973693738, 36.4856491089, hillslope, 
Chukotka, 29, 66.4216743898, -173.9848453674, 1385.4281691185, 1080.5209512461, 7.3006410599, 116.0434164251, 10.3790016174, lakeshore, 
Chukotka, 30, 66.3647032893, -173.9932579664, 2255.4544091287, 1008.1149081214, 6.1990380287, 244.4405024903, 62.2513504028, hillslope, 
Chukotka, 31, 66.3655925817, -173.9983136195, 542.2791035971, 334.1817374988, 5.2321376801, 204.9940830372, 60.1406669617, hillslope, 
Chukotka, 32, 66.3379435499, -173.8777769291, 1445.9196018483, 657.2240837476, 9.0589017868, 230.106203036, 9.2849721909, lakeshore, 
Chukotka, 33, 66.4608532307, -173.7400385277, 3180.6129025577, 1035.9633862463, 10.54367733, 202.8581953958, 15.3069477081, lakeshore, 
Chukotka, 35, 66.0866755076, -175.0255462005, 499.6613979623, 255.2777161449, 11.5616455078, 165.6337947765, 115.1062011719, lakeshore, 
Chukotka, 36, 66.2341339988, -174.460616628, 3054.2532650744, 1271.2830264017, 11.937871933, 167.3473293476, 22.0658626556, hillslope, 
Chukotka, 37, 66.1898037229, -174.4418027708, 1906.5922128438, 903.683115153, 13.2470254898, 162.2460948439, 75.3628997803, hillslope, 
Chukotka, 38, 66.2166918711, -173.363789845, 2048.1037583958, 490.1332149982, 11.0968942642, 282.9040206046, 143.051071167, hillslope, 
Chukotka, 39, 65.937567874, -178.8183755597, 11505.4172134422, 3230.4234624884, 6.0841464996, 277.2692242088, 25.0516109467, lakeshore, 
Chukotka, 40, 65.9313737836, -178.8198696511, 1392.0408945918, 751.9089093723, 12.8019657135, 237.6303304783, 26.0541477203, lakeshore, 
Chukotka, 41, 65.8912453423, -178.8361873829, 2744.0760982878, 900.4341260384, 11.1211795807, 261.5503900947, 20.1360149384, lakeshore, 
Chukotka, 42, 65.8903552194, -178.8310148542, 9456.4446455041, 2831.2619426981, 7.5964851379, 245.7025325235, 26.9399852753, lakeshore, 
Chukotka, 43, 65.8873371744, -178.8238563914, 1575.6303679855, 686.9291270809, 7.6447124481, 218.0539800454, 24.091178894, lakeshore, 
Chukotka, 44, 65.9726454922, -175.1300669885, 894.5721678537, 342.0721396342, 6.7696723938000005, 351.2780724553, 121.6760635376, hillslope, 
Chukotka, 45, 66.0599268666, -173.7922332567, 1932.1459479289, 969.1270387465, 4.5325474739, 192.4339027547, 70.7760314941, hillslope, 
Chukotka, 46, 65.8789728127, -178.8023012183, 3583.4382086256, 983.9795604131, 6.5506544113, 212.5622808653, 18.2134227753, lakeshore, 
Chukotka, 47, 65.8766362004, -178.7950491251, 4405.7933515464, 877.2270609343, 6.5565037727, 196.4472058846, 21.5549201965, lakeshore, 
Chukotka, 48, 65.8747403848, -178.7920706723, 877.1419988749, 204.2221729159, 14.5950756073, 252.1926442998, 21.0798206329, lakeshore, 
Chukotka, 49, 65.872523674, -178.7848231718, 1860.9598099112, 417.7271718735, 10.57072258, 225.7176345247, 24.7258224487, lakeshore, 
Chukotka, 50, 65.8698114945, -178.7736617764, 6427.9622125522, 1503.8178187446, 16.0958995819, 222.0607915176, 33.5058517456, lakeshore, 
Chukotka, 51, 65.8684196523, -178.7716734355, 1839.1118211282, 547.6867364564, 16.1564598083, 204.4690802762, 23.3740711212, lakeshore, 
Taymyr1, 1, 73.4908620243, 88.6021956493, 1017.5266166614, 575.5352145813, 4.8226089478, 278.401316894, 100.4568710327, hillslope, 
Taymyr1, 2, 73.4903988706, 88.7563476194, 4236.3367022921, 1304.2370588495, 6.9510960579, 182.1557370394, 126.8868408203, hillslope, 
Taymyr1, 3, 73.479954981, 88.7698160335, 2093.8251186167, 1030.3936906213, 7.077685833, 186.1909813428, 119.8546447754, hillslope, 
Taymyr1, 4, 73.4697047436, 88.8863634527, 7048.5776052464, 2789.4892255108, 5.2664003372, 235.9870570863, 61.7367782593, hillslope, 
Taymyr1, 5, 73.4702265049, 88.877618007, 1118.1800907882, 491.9897802066, 5.7769875526, 162.9208986085, 50.1718254089, hillslope, 
Taymyr1, 6, 73.4640191001, 90.6486895812, 3321.2783291606, 1754.4541218687, 5.6647338867, 121.4449934674, 166.2185058594, lakeshore, 
Taymyr1, 7, 73.22629946, 88.9327868384, 1832.3505980235, 1392.423906245, 5.3110013008, 191.371192712, 22.5239086151, hillslope, 
Taymyr1, 8, 73.2517779023, 88.8379928046, 2346.7344116981, 960.772495309, 5.1229920387, 103.3744333597, 55.0332374573, hillslope, 
Taymyr1, 9, 73.2959644199, 88.7271579221, 4784.6827239324, 1689.4743395772, 5.3117337227, 56.2128804436, 75.7240829468, hillslope, 
